cmc_err_est;qmc_err_est
0.3094274239020506;0.5666363947799803
0.21671657429393382;0.27679011410334
0.15952779833682953;0.24153053785872025
0.11423271794270914;0.11506217762638934
0.08053655431209358;0.09238745258914477
0.05665979921599599;0.046917774990088576
0.03990161129245024;0.027257408232520493
