cmc_err_est;qmc_err_est
0.032093118603818326;0.06590713163232033
0.020669932117692115;0.055551215108222425
0.012512951340285563;0.038395312213862776
0.009519723582682587;0.016362565936118966
0.006617601537080411;0.015618727114531467
0.004527682488266509;0.007753780192037691
0.0031825047880178472;0.0055975671015198285
