cmc_err_est;qmc_err_est
0.03393466865994932;0.03103205325310146
0.02720278781460596;0.018715003550119735
0.017586388235192152;0.012949796940690235
0.011946530735923899;0.009540410355009287
0.008801392013395939;0.006585897189298815
0.006252287654632218;0.004640315374427723
0.004398647837274214;0.0032592092498083397
