cmc_err_est_pre;qmc_err_est_pre;cv_err_est
0.002711982010718171;0.0070874838985923935;0.034499065884093155
0.0019827785033825966;0.0030421364398923604;0.021129296769017165
0.0014851059756130008;0.0016783728542844978;0.01305644380402432
0.0010772788213957996;0.0010880462858802453;0.00978507638799995
0.000714978649937238;0.0005823905574504094;0.006470395403239565
0.0005214580645928194;0.00026142332927633113;0.004633530408585507
0.0003642637562516178;0.00019696907136327634;0.003262927956737962
