cmc_err_est_pre;qmc_err_est_pre;cv_err_est
0.05448738574706805;0.06671937395899474;0.14428480012610664
0.03291418025735223;0.0477853351777056;0.10057065942505584
0.024639214081035102;0.02620408196118029;0.058714130370050834
0.017644039850904354;0.016945658865786174;0.04564712166083867
0.012376649095478181;0.007610605799952179;0.03218106428905901
0.008670004090366636;0.004696722233068118;0.02070010330489672
0.005960052719137227;0.003416009721005122;0.014620927578155371
