cmc_err_est_pre;qmc_err_est_pre;cv_err_est
0.0027337826926900417;0.00617820207800695;0.03699999298920436
0.0021453638563308686;0.002894332681771667;0.018064999582513834
0.0014577062423376456;0.0015632218389281024;0.014215591526442268
0.0010166698967091171;0.001024107267539647;0.00926534229336314
0.0007243892474949224;0.00046832360026643355;0.006612016680073478
0.0005128093548797988;0.00025809484011687456;0.004580668730876974
0.00036383684269770765;0.00017093251712521648;0.003214923270854447
