cmc_err_est_pre;qmc_err_est_pre;cv_err_est
0.05242851262780867;0.0756061613102373;0.1601433872547659
0.03514243755290775;0.05039530036479829;0.08311314346247074
0.024396719763508212;0.0347615669618563;0.06895702026796031
0.016534293140884164;0.02001577735383688;0.044778619162951665
0.011820154777913129;0.008399807499697655;0.029331694254114252
0.008599818507328303;0.0036963602322303973;0.02120858630089971
0.0060740836498141045;0.0026417147899529514;0.014722266517272613
