cmc_err_est;cv_err_est;av_err_est
0.03606015710475929;0.03344552171732337;0.031188905122404905
0.02147188690678224;0.017598966230799783;0.02176825500503785
0.017520385857430813;0.013044846153823604;0.01521869733045421
0.012245879346318269;0.009361656763221133;0.010835760223764763
0.009075580890444034;0.006419805100393183;0.007704086892656442
0.00617081729662312;0.004558030104502437;0.00544851756199108
0.004465863457647447;0.003239569698904852;0.003839137936910773
