cmc_err_est;cv_err_est;av_err_est
0.03606015710475929;0.028672274990439187;0.031234737483827102
0.025323632700274813;0.017644965799078708;0.021705186299700068
0.018269811458857133;0.013249763149220533;0.014994289582796961
0.012792217436415647;0.009149636423487968;0.010956363079621242
0.008833975741533795;0.006498718689711144;0.0076558987867803695
0.006191458143428936;0.004599938882732245;0.005409106211207159
0.00445798728932663;0.0032139245364640233;0.003844056636221113
