cmc_err_est;cv_err_est;av_err_est
0.036539622917714266;0.032108807260480245;0.031004898176538172
0.02378962173180427;0.021526477924111196;0.021825680311159185
0.017651721745012706;0.013184333793694021;0.015096796364126393
0.012245879346318269;0.009023916486932688;0.0106516403117058
0.008684697669607578;0.00650674718676185;0.007701502503377895
0.006229306025817392;0.004607812811104972;0.005446701113390989
0.004402741570710522;0.003284757422345674;0.0038402081053964675
