cmc_err_est;cv_err_est;av_err_est
0.03866373612271319;0.028999818610534456;0.029988579165593922
0.026162945946521122;0.01817382458538027;0.021705186299700068
0.01877483471621157;0.01339196741274215;0.015413280407282324
0.01277075870667393;0.009576101434655053;0.010719622406892707
0.008735220286031655;0.006479130929131235;0.007616382947638224
0.006182634626263632;0.004602002516131575;0.00541680295660803
0.0043976227743957015;0.0032217468716907523;0.0038279493933901848
