cmc_err_est_pre;qmc_err_est_pre
0.01893310153353642;0.04968651728587947
0.012318219207214313;0.03979930118733241
0.009385532184762466;0.018444511378676677
0.006405016296348425;0.01598820937058468
0.0046432587002826;0.009929270468700664
