cmc_err_est_pre;qmc_err_est_pre
0.47354954201215704;0.8635741861190793
0.3142074143913118;0.5185140638461201
0.21326926969029786;0.33880933087962517
0.16037415780766984;0.18274407389279163
0.11355475429022781;0.10929813049805974
0.08074373816541874;0.08117085220715593
