cmc_err_est_pre;qmc_err_est_pre
0.02648314317123144;0.10673828507518161
0.019001329947302224;0.06964195822676067
0.013537624960987192;0.0346480174012131
0.00971792351407738;0.031705207789398164
0.006887793358273347;0.03005677648255282
