cmc_err_est_pre;qmc_err_est_pre
0.4545721141702446;1.0300084906828855
0.325515547798767;0.4959431371065688
0.2497041052843337;0.33082519966257434
0.16858284094176265;0.17989146752936425
0.11925886180578753;0.12568709349831692
0.08017531773480426;0.05788728705666297
